BEseecheth	BEseecheth	vvz	BEseecheth	beseech	0
Pleas	Pleas	n2	Pleasant	plea	0
was	was	vbds	was	be	0
read	read	vvn	read	read	0
primâ	primâ	fw-la	primâ	primâ	0
vice	vice	fw-la	vice	vice	0
.	.	.	.	.	1
Upon	Upon	p-acp	Upon	upon	0
the	the	dt	the	the	0
Report	Report	n1	Report	report	0
of	of	pp-f	of	of	0
Mr	Mr	n1	Mr	mr.	0
Justice	Justice	n1	Justice	justice	0
Owen	Owen	np1	Owen	Owen	0
and	and	cc	and	and	0
Mr	Mr	n1	Mr	mr.	0
Serjeant	Serjeant	np1	Serjeant	Serjeant	0
Drew	Drew	vvd	Drew	draw	0
,	,	,	,	,	0
unto	unto	p-acp	unto	unto	0
whom	whom	ro-crq	whom	who	0
the	the	dt	the	the	0
Examination	Examination	n1	Examination	examination	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
was	was	vbds	was	be	0
committed	committed	vvn	committed	commit	0
concerning	concerning	vvg	concerning	concern	0
the	the	dt	the	the	0
Arrest	Arrest	n1	Arrest	arrest	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
of	of	pp-f	of	of	0
Edward	Edward	np1	Edward	Edward	0
Barston	Barston	np1	Barston	Barston	0
Servant	Servant	n1	Servant	servant	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Chan	Chan	np1	Chan	Chan	0
∣	∣	sy	∣	∣	0
dois	dois	fw-fr	dois	dois	0
by	by	p-acp	by	by	0
one	one	crd	one	one	0
Stephenson	Stephenson	np1	Stephenson	Stephenson	0
a	a	dt	a	a	0
Serjeant	Serjeant	n1	Sergeant	sergeant	0
of	of	pp-f	of	of	0
London	London	np1	London	London	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
Suit	Suit	n1	Suit	suit	0
of	of	pp-f	of	of	0
one	one	crd	one	one	0
William	William	np1	William	William	0
Wood	Wood	n1	Wood	wood	0
,	,	,	,	,	0
these	these	d	these	these	0
two	two	crd	two	two	0
being	being	vbg	being	be	0
found	found	vvn	found	find	0
and	and	cc	and	and	0
judged	judged	vvn	judged	judge	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
willfully	willfully	av-j	wilfully	wilful	0
offended	offended	vvn	offended	offend	0
therein	therein	av	therein	therein	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
priviledge	priviledge	n1	privilege	privilege	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
House	House	n1	House	house	0
,	,	,	,	,	0
were	were	vbdr	were	be	0
committed	committed	vvn	committed	commit	0
and	and	cc	and	and	0
sent	sent	vvn	sent	send	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Prison	Prison	n1	Prison	prison	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Fleet	Fleet	n1	Fleet	fleet	0
,	,	,	,	,	0
there	there	a-acp	there	there	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
kept	kept	vvn	kept	keep	0
close	close	j	close	close	0
Prisoners	Prisoners	n2	Prisoners	prisoner	0
until	until	p-acp	until	until	0
further	further	jc	further	further	0
di	di	fw-it	di	di	0
∣	∣	sy	∣	∣	0
rection	rection	n1	rection	rection	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
given	given	vvn	given	give	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
of	of	pp-f	of	of	0
Parlia	Parlia	np1	Parlia	Parlia	0
∣	∣	sy	∣	∣	0
ment	ment	vvn	meant	mean	0
.	.	.	.	.	1
And	And	cc	And	and	0
whereas	whereas	cs	whereas	whereas	0
the	the	dt	the	the	0
two	two	crd	two	two	0
others	others	n2-jn	others	other	0
were	were	vbdr	were	be	0
this	this	d	this	this	0
day	day	n1	day	day	0
brought	brought	vvn	brought	bring	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
House	House	n1	House	house	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
and	and	cc	and	and	0
sup	sup	vvi	sup	sup	0
∣	∣	sy	∣	∣	0
posed	posed	vvn	posed	pose	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
partakers	partakers	n2	partakers	partaker	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
offence	offence	n1	offence	offence	0
,	,	,	,	,	0
they	they	pns32	they	they	0
upon	upon	p-acp	upon	upon	0
Examination	Examination	n1	Examination	examination	0
being	being	vbg	being	be	0
found	found	vvn	found	find	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
wil	wil	n1	will	will	0
∣	∣	sy	∣	∣	0
fully	fully	av-j	fully	full	0
committed	committed	vvn	committed	commit	0
any	any	d	any	any	0
fault	fault	n1	fault	fault	0
therein	therein	av	therein	therein	0
were	were	vbdr	were	be	0
dismissed	dismissed	vvn	dismissed	dismiss	0
,	,	,	,	,	0
and	and	cc	and	and	0
Order	Order	n1	Order	order	0
given	given	vvn	given	give	0
accordingly	accordingly	av-vvg	accordingly	accord	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
discharge	discharge	n1	discharge	discharge	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
behalf	behalf	n1	behalf	behalf	0
;	;	;	;	;	0
And	And	cc	And	and	0
also	also	av	also	also	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
discharge	discharge	n1	discharge	discharge	0
of	of	pp-f	of	of	0
Edward	Edward	np1	Edward	Edward	0
Barston	Barston	np1	Barston	Barston	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Prison	Prison	n1	Prison	prison	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Counter	Counter	j	Counter	counter	0
.	.	.	.	.	1
Vide	Vide	fw-la	Vide	vide	0
concerning	concerning	vvg	concerning	concern	0
this	this	d	this	this	0
matter	matter	n1	matter	matter	0
on	on	p-acp	on	on	0
Saturday	Saturday	np1	Saturday	Saturday	0
the	the	dt	the	the	0
25th	25th	ord	25th	25th	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
November	November	np1	November	November	0
foregoing	foregoing	vvg	foregoing	forego	0
,	,	,	,	,	0
and	and	cc	and	and	0
on	on	p-acp	on	on	0
Thursday	Thursday	np1	Thursday	Thursday	0
the	the	dt	the	the	0
first	first	ord	first	first	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
instant	instant	n-jn	instant	instant	0
De	De	fw-fr	De	de	0
∣	∣	sy	∣	∣	0
cember	cember	vvb	cember	cember	0
last	last	vvb	last	last	0
past	past	j	past	past	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
on	on	p-acp	on	on	0
Monday	Monday	np1	Monday	Monday	0
the	the	dt	the	the	0
5th	5th	ord	5th	5th	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
said	said	vvd	said	say	0
December	December	np1	December	December	0
following	following	vvg	following	follow	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
on	on	p-acp	on	on	0
Wed	Wed	vvi	Wed	wed	0
∣	∣	sy	∣	∣	0
nesday	nesday	n1	nesday	nesday	0
the	the	dt	the	the	0
14th	14th	ord	14th	14th	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
Month.	Month.	np1	Month.	Month.	1
On	On	p-acp	On	on	0
Monday	Monday	np1	Monday	Monday	0
the	the	dt	the	the	0
5th	5th	ord	5th	5th	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
December	December	np1	December	December	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
which	which	r-crq	which	which	0
day	day	n1	day	day	0
the	the	dt	the	the	0
Parliament	Parliament	n1	Parliament	parliament	0
had	had	vhd	had	have	0
been	been	vbn	been	be	0
last	last	ord	last	last	0
continued	continued	vvn	continued	continue	0
on	on	p-acp	on	on	0
Saturday	Saturday	np1	Saturday	Saturday	0
foregoing	foregoing	vvg	foregoing	forego	0
,	,	,	,	,	0
Six	Six	crd	Six	six	0
Bills	Bills	n2	Bills	bill	0
of	of	pp-f	of	of	0
no	no	dx	no	no	0
great	great	j	great	great	0
moment	moment	n1	moment	moment	0
were	were	vbdr	were	be	0
brought	brought	vvn	brought	bring	0
up	up	a-acp	up	up	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
House	House	n1	House	house	0
of	of	pp-f	of	of	0
Commons	Commons	n2	Commons	commons	0
;	;	;	;	;	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
first	first	ord	first	first	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
Bill	Bill	n1	Bill	bill	0
for	for	p-acp	for	for	0
erecting	erecting	vvg	erecting	erect	0
Houses	Houses	n2	Houses	house	0
of	of	pp-f	of	of	0
Correction	Correction	n1	Correction	correction	0
,	,	,	,	,	0
and	and	cc	and	and	0
Punishment	Punishment	n1	Punishment	punishment	0
of	of	pp-f	of	of	0
Rogues	Rogues	n2	Rogues	rogue	0
and	and	cc	and	and	0
Sturdy	Sturdy	j	Sturdy	sturdy	0
Beggars	Beggars	n2	Beggars	beggar	0
;	;	;	;	;	0
And	And	cc	And	and	0
the	the	dt	the	the	0
second	second	ord	second	second	0
being	being	vbg	being	be	0
the	the	dt	the	the	0
Bill	Bill	n1	Bill	bill	0
to	to	pc-acp	to	to	0
restrain	restrain	vvi	restrain	restrain	0
Brewers	Brewers	n2	Brewers	brewer	0
to	to	pc-acp	to	to	0
keep	keep	vvi	keep	keep	0
two	two	crd	two	two	0
Coopers	Coopers	npg1	Coopers	Cooper	0
and	and	cc	and	and	0
no	no	dx	no	no	0
more	more	av-dc	more	more	0
,	,	,	,	,	0
was	was	vbds	was	be	0
read	read	vvn	read	read	0
primâ	primâ	fw-la	primâ	primâ	0
vice	vice	fw-la	vice	vice	0
.	.	.	.	.	1
The	The	dt	The	the	0
Bill	Bill	n1	Bill	bill	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Confirmation	Confirmation	n1	Confirmation	confirmation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Jointure	Jointure	n1	Jointure	jointure	0
of	of	pp-f	of	of	0
Christian	Christian	njp	Christian	christian	0
Lady	Lady	n1	Lady	lady	0
Sands	Sands	n2	Sands	sand	0
,	,	,	,	,	0
was	was	vbds	was	be	0
read	read	vvn	read	read	0
primâ	primâ	fw-la	primâ	primâ	0
vice	vice	fw-la	vice	vice	0
.	.	.	.	.	1
Four	Four	crd	Four	four	0
other	other	j-jn	other	other	0
Bills	Bills	n2	Bills	bill	0
also	also	av	also	also	0
of	of	pp-f	of	of	0
no	no	dx	no	no	0
great	great	j	great	great	0
moment	moment	n1	moment	moment	0
were	were	vbdr	were	be	0
read	read	vvn	read	read	0
secundâ	secundâ	fw-la	secundâ	secundâ	0
vice	vice	fw-la	vice	vice	0
,	,	,	,	,	0
and	and	cc	and	and	0
thereupon	thereupon	av	thereupon	thereupon	0
Com	Com	vvi	Come	come	0
∣	∣	sy	∣	∣	0
mitted	mitted	j	mitted	mitted	0
.	.	.	.	.	1
Earl	Earl	n1	Earl	earl	0
of	of	pp-f	of	of	0
Essex	Essex	np1	Essex	Essex	0
Lord	Lord	n1	Lord	lord	0
Viscount	Viscount	np1	Viscount	Viscount	0
Bindon	Bindon	np1	Bindon	Bindon	0
Earl	Earl	n1	Earl	earl	0
of	of	pp-f	of	of	0
Cumberland	Cumberland	np1	Cumberland	Cumberland	0
Lord	Lord	n1	Lord	lord	0
Scroope	Scroope	np1	Scroope	Scroop	0
Lord	Lord	n1	Lord	lord	0
Willoughby	Willoughby	np1	Willoughby	Willoughby	0
of	of	pp-f	of	of	0
Eresby	Eresby	np1	Eresby	Eresby	0
Bishop	Bishop	n1	Bishop	bishop	0
of	of	pp-f	of	of	0
Rochester	Rochester	np1	Rochester	Rochester	0
Lord	Lord	n1	Lord	lord	0
Rich.	Rich.	np1	Rich.	Richard	0
Lord	Lord	n1	Lord	lord	0
Chandois	Chandois	np1	Chandois	Chandois	0
.	.	.	.	.	1
Lord	Lord	n1	Lord	lord	0
Wharton	Wharton	np1	Wharton	Wharton	0
.	.	.	.	.	1
Lord	Lord	n1	Lord	lord	0
Zouch	Zouch	n1	Zouch	zouch	0
.	.	.	.	.	1
Bishop	Bishop	n1	Bishop	bishop	0
of	of	pp-f	of	of	0
Bath	Bath	n1	Bath	bath	0
and	and	cc	and	and	0
Wells	Wells	np1	Wells	Wells	0
.	.	.	.	.	1
This	This	d	This	this	0
day	day	n1	day	day	0
Order	Order	n1	Order	order	0
was	was	vbds	was	be	0
given	given	vvn	given	give	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Release	Release	vvb	Release	release	0
of	of	pp-f	of	of	0
Ste	Ste	np1	Ste	Ste	0
∣	∣	sy	∣	∣	0
phenson	phenson	n1	phenson	phenson	0
the	the	cs	the	than	0
Serjeant	Serjeant	n1	Sergeant	sergeant	0
that	that	cst	that	that	0
arrested	arrested	vvd	arrested	arrest	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Chan	Chan	np1	Chan	Chan	0
∣	∣	sy	∣	∣	0
dois	dois	fw-fr	dois	dois	0
his	his	png31	his	he	0
Servant	Servant	n1	Servant	servant	0
.	.	.	.	.	1
Vide	Vide	fw-la	Vide	vide	0
concerning	concerning	vvg	concerning	concern	0
this	this	d	this	this	0
matter	matter	n1	matter	matter	0
on	on	p-acp	on	on	0
Saturday	Saturday	np1	Saturday	Saturday	0
the	the	dt	the	the	0
26th	26th	ord	26th	26th	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
November	November	np1	November	November	0
last	last	ord	last	last	0
past	past	vvd	passed	pass	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
on	on	p-acp	on	on	0
Thursday	Thursday	np1	Thursday	Thursday	0
the	the	dt	the	the	0
1.	1.	crd	1.	1.	0
day	day	n1	day	day	0
and	and	cc	and	and	0
on	on	p-acp	on	on	0
Saturday	Saturday	np1	Saturday	Saturday	0
the	the	dt	the	the	0
3.	3.	crd	3.	3.	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
instant	instant	j-jn	instant	instant	0
December	December	np1	December	December	0
foregoing	foregoing	vvg	foregoing	forego	0
.	.	.	.	.	1
On	On	p-acp	On	on	0
Tuesday	Tuesday	np1	Tuesday	Tuesday	0
the	the	dt	the	the	0
6th	6th	ord	6th	6th	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
December	December	np1	December	December	0
,	,	,	,	,	0
Two	Two	crd	Two	two	0
Bills	Bills	n2	Bills	bill	0
of	of	pp-f	of	of	0
no	no	dx	no	no	0
great	great	j	great	great	0
moment	moment	n1	moment	moment	0
had	had	vhd	had	have	0
each	each	d	each	each	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
one	one	crd	one	one	0
Reading	Reading	np1	Reading	Reading	0
;	;	;	;	;	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
first	first	ord	first	first	0
being	being	vbg	being	be	0
the	the	dt	the	the	0
Bill	Bill	n1	Bill	bill	0
for	for	p-acp	for	for	0
erecting	erecting	vvg	erecting	erect	0
of	of	pp-f	of	of	0
Houses	Houses	n2	Houses	house	0
of	of	pp-f	of	of	0
Correction	Correction	n1	Correction	correction	0
for	for	p-acp	for	for	0
punishment	punishment	n1	punishment	punishment	0
of	of	pp-f	of	of	0
Rogues	Rogues	n2	Rogues	rogue	0
,	,	,	,	,	0
Vagabonds	Vagabonds	n2	Vagabonds	vagabond	0
and	and	cc	and	and	0
sturdy	sturdy	j	sturdy	sturdy	0
Beggars	Beggars	n2	Beggars	beggar	0
was	was	vbds	was	be	0
read	read	vvn	read	read	0
secunda	secunda	fw-la	secunda	secunda	0
vice	vice	fw-la	vice	vice	0
.	.	.	.	.	1
The	The	dt	The	the	0
Committees	Committees	n2	Committees	committee	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Bill	Bill	n1	Bill	bill	0
Entituled	Entituled	vvd	Entitled	entitle	0
An	An	dt	And	a	0
Act	Act	n1	Act	act	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
better	better	jc	better	better	0
and	and	cc	and	and	0
safe	safe	av-j	safe	safe	0
Recording	Recording	vvg	Recording	record	0
of	of	pp-f	of	of	0
Fines	Fines	n2	Fines	fine	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
levyed	levyed	vvn	levied	levy	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Court	Court	n1	Court	court	0
of	of	pp-f	of	of	0
Common	Common	j	Common	common	0
Pleas	Pleas	n2	Pleasant	plea	0
(	(	(	(	(	0
who	who	r-crq	who	who	0
were	were	vbdr	were	be	0
appointed	appointed	vvn	appointed	appoint	0
yesterday	yesterday	av-an	yesterday	yesterday	0
,	,	,	,	,	0
although	although	cs	although	although	0
their	their	po32	their	their	0
names	names	n2	names	name	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Commitment	Commitment	n1	Commitment	commitment	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
Bill	Bill	n1	Bill	bill	0
up	up	p-acp	up	up	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
second	second	ord	second	second	0
reading	reading	vvg	reading	read	0
be	be	vbi	be	be	0
there	there	a-acp	there	there	0
purposely	purposely	av	purposely	purposely	0
o	o	uh	oh	oh	0
∣	∣	sy	∣	∣	0
mitted	mitted	vvn	mitted	mit	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
matter	matter	n1	matter	matter	0
of	of	pp-f	of	of	0
small	small	j	small	small	0
consequence	consequence	n1	consequence	consequence	0
)	)	)	)	)	0
return	return	vvb	return	return	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
the	the	dt	the	the	0
same	same	d	same	same	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
House	House	n1	House	house	0
with	with	p-acp	with	with	0
some	some	d	some	some	0
Amendments	Amendments	n2	Amendments	amendment	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
Amendments	Amendments	n2	Amendments	amendment	0
were	were	vbdr	were	be	0
twice	twice	av	twice	twice	0
read	read	vvn	read	read	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Bill	Bill	n1	Bill	bill	0
commanded	commanded	vvd	commanded	command	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
ingrossed	ingrossed	vvn	ingrossed	ingross	0
.	.	.	.	.	1
On	On	p-acp	On	on	0
Wednesday	Wednesday	np1	Wednesday	Wednesday	0
the	the	dt	the	the	0
7th	7th	ord	7th	seven	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
December	December	np1	December	December	0
,	,	,	,	,	0
Seven	Seven	crd	Seven	seven	0
Bills	Bills	n2	Bills	bill	0
of	of	pp-f	of	of	0
no	no	dx	no	no	0
great	great	j	great	great	0
moment	moment	n1	moment	moment	0
had	had	vhd	had	have	0
each	each	d	each	each	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
one	one	crd	one	one	0
reading	reading	vvg	reading	read	0
;	;	;	;	;	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
first	first	ord	first	first	0
being	being	vbg	being	be	0
the	the	dt	the	the	0
Bill	Bill	n1	Bill	bill	0
for	for	p-acp	for	for	0
Confirmation	Confirmation	n1	Confirmation	confirmation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Jointure	Jointure	n1	Jointure	jointure	0
of	of	pp-f	of	of	0
Christian	Christian	njp	Christian	christian	0
Lady	Lady	n1	Lady	lady	0
Sandes	Sandes	n2	Sands	sand	0
,	,	,	,	,	0
was	was	vbds	was	be	0
read	read	vvn	read	read	0
secunda	secunda	fw-la	secunda	secunda	0
vice	vice	fw-la	vice	vice	0
,	,	,	,	,	0
and	and	cc	and	and	0
commanded	commanded	vvd	commanded	command	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
ingrossed	ingrossed	vvn	ingrossed	ingross	0
;	;	;	;	;	0
and	and	cc	and	and	0
the	the	dt	the	the	0
second	second	ord	second	second	0
being	being	vbg	being	be	0
the	the	dt	the	the	0
Bill	Bill	n1	Bill	bill	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
better	better	jc	better	better	0
and	and	cc	and	and	0
safer	safer	av-jc	safer	safe	0
Recording	Recording	vvg	Recording	record	0
of	of	pp-f	of	of	0
Fines	Fines	n2	Fines	fine	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
levied	levied	vvn	levied	levy	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Court	Court	n1	Court	court	0
of	of	pp-f	of	of	0
Common-Pleas	Common-Pleas	n2	Common-Pleas	common-plea	0
was	was	vbds	was	be	0
read	read	vvn	read	read	0
tertiâ	tertiâ	fw-la	tertiâ	tertiâ	0
vice	vice	fw-la	vice	vice	0
,	,	,	,	,	0
and	and	cc	and	and	0
sent	sent	vvd	sent	send	0
down	down	a-acp	down	down	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
House	House	n1	House	house	0
of	of	pp-f	of	of	0
Com	Com	np1	Com	Com	0
∣	∣	sy	∣	∣	0
mons	mons	fw-la	mons	mons	0
by	by	p-acp	by	by	0
Mr	Mr	n1	Mr	mr.	0
Attorney	Attorney	n1	Attorney	attorney	0
and	and	cc	and	and	0
Dr	Dr	zz	Dr	dr	0
Stanhop	Stanhop	np1	Stanhop	Stanhop	0
.	.	.	.	.	1
Hodie	Hodie	fw-la	Hodie	hodie	0
retornatum	retornatum	fw-la	retornatum	retornatum	0
fuit	fuit	fw-la	fuit	fuit	0
breve	breve	fw-la	breve	breve	0
Thomae	Thomae	np1	Thomae	Thomae	0
Domini	Domini	fw-la	Domini	domini	0
Howard	Howard	np1	Howard	Howard	0
de	de	fw-fr	de	de	0
Walden	Walden	np1	Walden	Walden	0
.	.	.	.	.	1
On	On	p-acp	On	on	0
Thursday	Thursday	np1	Thursday	Thursday	0
the	the	dt	the	the	0
8th	8th	ord	8th	8th	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
December	December	np1	December	December	0
,	,	,	,	,	0
Two	Two	crd	Two	two	0
Bills	Bills	n2	Bills	bill	0
of	of	pp-f	of	of	0
no	no	dx	no	no	0
great	great	j	great	great	0
moment	moment	n1	moment	moment	0
had	had	vhd	had	have	0
each	each	d	each	each	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
one	one	crd	one	one	0
reading	reading	vvg	reading	read	0
;	;	;	;	;	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
first	first	ord	first	first	0
being	being	vbg	being	be	0
the	the	dt	the	the	0
Bill	Bill	n1	Bill	bill	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
enabling	enabling	vvg	enabling	enable	0
of	of	pp-f	of	of	0
Edmund	Edmund	np1	Edmund	Edmund	0
Mollineux	Mollineux	np1	Mollineux	Mollineux	0
Esquire	Esquire	n1	Esquire	esquire	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
sell	sell	vvi	fell	sell	0
Lands	Lands	n2	Lands	land	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
payment	payment	n1	payment	payment	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Debts	Debts	n2	Debts	debt	0
and	and	cc	and	and	0
Legacies	Legacies	n2	Legacies	legacy	0
,	,	,	,	,	0
was	was	vbds	was	be	0
read	read	vvn	read	read	0
prima	prima	fw-la	prima	prima	0
vice	vice	fw-la	vice	vice	0
;	;	;	;	;	0
And	And	cc	And	and	0
the	the	dt	the	the	0
second	second	ord	second	second	0
being	being	vbg	being	be	0
the	the	dt	the	the	0
Bill	Bill	n1	Bill	bill	0
for	for	p-acp	for	for	0
confirmation	confirmation	n1	confirmation	confirmation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Jointure	Jointure	n1	Jointure	jointure	0
of	of	pp-f	of	of	0
Christian	Christian	njp	Christian	christian	0
Lady	Lady	n1	Lady	lady	0
Sandes	Sandes	n2	Sands	sand	0
,	,	,	,	,	0
was	was	vbds	was	be	0
read	read	vvn	read	read	0
tertiâ	tertiâ	fw-la	tertiâ	tertiâ	0
vice	vice	fw-la	vice	vice	0
,	,	,	,	,	0
and	and	cc	and	and	0
sent	sent	vvd	sent	send	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
House	House	n1	House	house	0
of	of	pp-f	of	of	0
Commons	Commons	n2	Commons	commons	0
by	by	p-acp	by	by	0
Mr	Mr	n1	Mr	mr.	0
Attorney	Attorney	n1	Attorney	attorney	0
and	and	cc	and	and	0
Mr	Mr	n1	Mr	mr.	0
,	,	,	,	,	0
Dr	Dr	zz	Dr	dr	0
Carew	Carew	np1	Carew	Carew	0
.	.	.	.	.	1
The	The	dt	The	the	0
Bill	Bill	n1	Bill	bill	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
relief	relief	n1	relief	relief	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
poor	poor	j	poor	poor	0
in	in	p-acp	in	in	0
times	times	n2	times	time	0
of	of	pp-f	of	of	0
extream	extream	j-jn	extreme	extreme	0
dearth	dearth	n1	dearth	dearth	0
of	of	pp-f	of	of	0
Corn	Corn	n1	Corn	corn	0
was	was	vbds	was	be	0
read	read	vvn	read	read	0
secunda	secunda	fw-la	secunda	secunda	0
vice	vice	fw-la	vice	vice	0
,	,	,	,	,	0
and	and	cc	and	and	0
referr'd	referr'd	vvn	referred	refer	0
to	to	p-acp	to	to	0
these	these	d	these	these	0
Committees	Committees	n2	Committees	committee	0
following	following	vvg	following	follow	0
,	,	,	,	,	0
viz.	viz.	n1	viz.	viz.	0
The	The	dt	The	the	0
Lord	Lord	n1	Lord	lord	0
Archbishop	Archbishop	n1	Archbishop	archbishop	0
of	of	pp-f	of	of	0
Canterbury	Canterbury	np1	Canterbury	Canterbury	0
,	,	,	,	,	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Burleigh	Burleigh	np1	Burleigh	Burleigh	0
Lord	Lord	n1	Lord	lord	0
Treasurer	Treasurer	n1	Treasurer	treasurer	0
,	,	,	,	,	0
the	the	dt	the	the	0
Earl	Earl	n1	Earl	earl	0
of	of	pp-f	of	of	0
Nottingham	Nottingham	np1	Nottingham	Nottingham	0
Lord	Lord	n1	Lord	lord	0
Admiral	Admiral	n1	Admiral	admiral	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
,	,	,	,	,	0
the	the	dt	the	the	0
Earl	Earl	n1	Earl	earl	0
of	of	pp-f	of	of	0
Northum	Northum	np1	Northum	Northum	0
∣	∣	sy	∣	∣	0
berland	berland	n1	berland	berland	0
,	,	,	,	,	0
the	the	dt	the	the	0
Earl	Earl	n1	Earl	earl	0
of	of	pp-f	of	of	0
Shrewsbury	Shrewsbury	np1	Shrewsbury	Shrewsbury	0
,	,	,	,	,	0
the	the	dt	the	the	0
Earl	Earl	n1	Earl	earl	0
of	of	pp-f	of	of	0
Wor	Wor	zz	Wor	wor	0
∣	∣	sy	∣	∣	0
cester	cester	n1	cester	cester	0
,	,	,	,	,	0
the	the	dt	the	the	0
